ISSN,Título,Estrato
0301-634X,RADIATION AND ENVIRONMENTAL BIOPHYSICS,A4
0146-5724,RADIATION PHYSICS AND CHEMISTRY,A1
0969-806X,RADIATION PHYSICS AND CHEMISTRY (1993),A1
1930-0433,RADIOLOGY CASE REPORTS,B3
2638-616X,RADIOLOGY. IMAGING CANCER,C
0167-8140,RADIOTHERAPY AND ONCOLOGY,A1
1678-7099,RB. RADIOLOGIA BRASILEIRA,A3
2317-6695,RBCEH. REVISTA BRASILEIRA DE CIÊNCIAS DO ENVELHECIMENTO HUMANO,B2
2358-2332,RBPG - REVISTA BRASILEIRA DA PÓS-GRADUAÇÃO,A2
2318-0897,RCM. REVISTA DE CIÊNCIAS MÉDICAS,B3
2675-9128,RCMOS - REVISTA CIENTÍFICA MULTIDISCIPLINAR O SABER,B2
1381-5148,REACTIVE & FUNCTIONAL POLYMERS (PRINT),A1
2595-3206,REBEH,A2
1872-2105,RECENT PATENTS ON NANOTECHNOLOGY,A2
1981-6278,RECIIS-REVISTA ELETRÔNICA DE COM. INFORMAÇÃO & INOVAÇÃO EM SAÚDE,A1
2675-6218,RECIMA21,A4
2966-3911,"RECINTER21, REVISTA CIENTÍFICA INTERDISCIPLINAR (ONLINE)",C
2763-8405,RECISATEC,B4
1982-6451,REDE DE CUIDADOS EM SAÚDE,B3
1579-1513,REEC. REVISTA ELECTRÓNICA DE ENSEÑANZA DE LAS CIENCIAS,A2
2182-2883,REFERÊNCIA,B1
2176-2171,REGAE: REVISTA DE GESTÃO E AVALIAÇÃO EDUCACIONAL,A4
1746-0751,REGENERATIVE MEDICINE (PRINT),A4
2352-3204,REGENERATIVE THERAPY,A3
1098-7339,REGIONAL ANESTHESIA AND PAIN MEDICINE,A1
1791-7735,REGIONAL SCIENCE INQUIRY,C
0273-2300,REGULATORY TOXICOLOGY AND PHARMACOLOGY,A1
1507-1367,REPORTS OF PRACTICAL ONCOLOGY AND RADIOTHERAPY,B1
0890-6238,"REPRODUCTIVE TOXICOLOGY (ELMSFORD, N.Y.)",A2
1543-8627,RESEARCH IN SPORTS MEDICINE (PRINT),A1
0034-5288,RESEARCH IN VETERINARY SCIENCE,A1
2446-4740,RESEARCH ON BIOMEDICAL ENGINEERING,A4
2525-3409,"RESEARCH, SOCIETY AND DEVELOPMENT",C
2693-5015,RESEARCH SQUARE,C
1759-2887,RESEARCH SYNTHESIS METHODS,A2
0025-7931,RESPIRATION (BASEL),A2
1569-9048,RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,A4
2234-7666,RESTORATIVE DENTISTRY & ENDODONTICS,B3
2175-6783,REV RENE (ONLINE),A4
2177-8183,REVASF - REVISTA DE EDUCAÇÃO DA UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,A4
1052-9276,REVIEWS IN MEDICAL VIROLOGY (PRINT),A1
2359-5787,REVISTA ACADÊMICA ONLINE,B1
1807-3506,REVISTA ADUSP,B2
1983-6929,REVISTA AMAZONENSE DE GERIATRIA E GERONTOLOGIA,B4
2318-1419,REVISTA AMAZÔNIA SCIENCE & HEALTH,B2
1980-993X,REVISTA AMBIENTE & ÁGUA,A4
2674-7170,REVISTA AMERICANA DE EMPREENDEDORISMO E INOVAÇÃO,B2
0102-2105,REVISTA AMRIGS,B4
2237-0978,REVISTA ARTE E CIÊNCIA ? LATEC,C
0100-6762,REVISTA ÁRVORE (IMPRESSO),B1
0102-5430,REVISTA BAIANA DE ENFERMAGEM,A4
0100-0233,REVISTA BAIANA DE SAÚDE PUBLICA,B2
2318-2660,REVISTA BAIANA DE SAÚDE PÚBLICA (ONLINE),B2
1983-8042,REVISTA BIOÉTICA (IMPRESSO),B1
1983-8034,REVISTA BIOÉTICA (ONLINE),B1
2525-555X,REVISTA BIOSAÚDE,B4
2447-1801,REVISTA BRASILEIRA DA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,A2
2448-3877,REVISTA BRASILEIRA DE ANÁLISES CLÍNICAS (ONLINE),B3
1806-1362,REVISTA BRASILEIRA DE APRENDIZAGEM ABERTA E A DISTÂNCIA,A2
2448-0460,REVISTA BRASILEIRA DE ASSUNTOS REGIONAIS E URBANOS (BARU),A2
2317-1634,REVISTA BRASILEIRA DE ATIVIDADE FÍSICA E SAÚDE,B1
2763-5775,REVISTA BRASILEIRA DE AVALIAÇÃO,B4
2176-9745,REVISTA BRASILEIRA DE CANCEROLOGIA,B1
2965-0771,REVISTA BRASILEIRA DE CANNABIS (ONLINE),C
1806-9061,REVISTA BRASILEIRA DE CIÊNCIA AVÍCOLA,B1
1808-4524,REVISTA BRASILEIRA DE CIÊNCIAS AMBIENTAIS,A3
2317-6032,REVISTA BRASILEIRA DE CIÊNCIAS DA SAÚDE,B3
1415-2177,REVISTA BRASILEIRA DE CIÊNCIAS DA SAÚDE (JOÃO PESSOA),B3
2177-1235,REVISTA BRASILEIRA DE CIRURGIA PLÁSTICA (ONLINE),B3
2237-9223,REVISTA BRASILEIRA DE CRIMINALISTICA,A2
2358-2391,REVISTA BRASILEIRA DE EDUCAÇÃO E SAÚDE,B4
0100-5502,REVISTA BRASILEIRA DE EDUCAÇÃO MÉDICA (IMPRESSO),A1
1981-5271,REVISTA BRASILEIRA DE EDUCAÇÃO MÉDICA (ONLINE),A1
0034-7167,REVISTA BRASILEIRA DE ENFERMAGEM,A2
1984-0446,REVISTA BRASILEIRA DE ENFERMAGEM,A2
1806-9126,REVISTA BRASILEIRA DE ENSINO DE FÍSICA (ONLINE),A1
1980-5497,REVISTA BRASILEIRA DE EPIDEMIOLOGIA,A2
1415-790X,REVISTA BRASILEIRA DE EPIDEMIOLOGIA (IMPRESSO),A2
1809-7278,REVISTA BRASILEIRA DE ESTUDOS JURÍDICOS,B2
2358-0399,REVISTA BRASILEIRA DE EXTENSÃO UNIVERSITÁRIA,A3
2316-7750,REVISTA BRASILEIRA DE FARMÁCIA HOSPITALAR E SERVIÇOS DE SAÚDE,C
2179-5924,REVISTA BRASILEIRA DE FARMÁCIA HOSPITALAR E SERVIÇOS DE SAÚDE,C
1981-528X,REVISTA BRASILEIRA DE FARMACOGNOSIA,A3
1981-2256,REVISTA BRASILEIRA DE GERIATRIA E GERONTOLOGIA,A3
1809-9823,REVISTA BRASILEIRA DE GERIATRIA E GERONTOLOGIA (UNATI. IMPRESSO),A3
2359-1412,REVISTA BRASILEIRA DE GESTÃO AMBIENTAL E SUSTENTABILIDADE,B2
0100-7203,REVISTA BRASILEIRA DE GINECOLOGIA E OBSTETRÍCIA (IMPRESSO),A4
2317-6121,REVISTA BRASILEIRA DE INFORMÁTICA NA EDUCAÇÃO,A3
1809-5909,REVISTA BRASILEIRA DE MEDICINA DE FAMÍLIA E COMUNIDADE (IMPRESSO),B2
2179-7994,REVISTA BRASILEIRA DE MEDICINA DE FAMÍLIA E COMUNIDADE (ONLINE),B2
1806-9940,REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (ONLINE),B2
2447-0147,REVISTA BRASILEIRA DE MEDICINA DO TRABALHO,B1
1679-4435,REVISTA BRASILEIRA DE MEDICINA DO TRABALHO,B1
1981-9919,"REVISTA BRASILEIRA DE OBESIDADE, NUTRIÇÃO E EMAGRECIMENTO",B2
0034-7272,REVISTA BRASILEIRA DE ODONTOLOGIA,B3
2966-442X,REVISTA BRASILEIRA DE ODONTOLOGIA HOSPITALAR (ONLINE),C
2359-3466,REVISTA BRASILEIRA DE ODONTOLOGIA LEGAL,B3
1984-3747,REVISTA BRASILEIRA DE ODONTOLOGIA (ONLINE),B3
0034-7280,REVISTA BRASILEIRA DE OFTALMOLOGIA (IMPRESSO),B4
0102-3616,REVISTA BRASILEIRA DE ORTOPEDIA (IMPRESSO),B1
2175-3946,REVISTA BRASILEIRA DE PESQUISA EM SAÚDE,B3
2446-5410,REVISTA BRASILEIRA DE PESQUISA EM SAÚDE,B3
1983-084X,REVISTA BRASILEIRA DE PLANTAS MEDICINAIS,B3
1516-0572,REVISTA BRASILEIRA DE PLANTAS MEDICINAIS (IMPRESSO),B3
1809-452X,REVISTA BRASILEIRA DE PSIQUIATRIA,A2
2175-0858,REVISTA BRASILEIRA DE QUALIDADE DE VIDA,B3
2763-5368,REVISTA BRASILEIRA DE SAÚDE GLOBAL (BRAZILIAN JOURNAL GLOBAL HEALTH),B4
1806-9304,REVISTA BRASILEIRA DE SAÚDE MATERNO INFANTIL,A4
1519-3829,REVISTA BRASILEIRA DE SAÚDE MATERNO INFANTIL (IMPRESSO),A4
2317-6369,REVISTA BRASILEIRA DE SAÚDE OCUPACIONAL,B1
2236-0530,REVISTA BRASILEIRA DE SEXUALIDADE HUMANA,B2
1806-1230,REVISTA BRASILEIRA EM PROMOÇÃO DA SAÚDE (ONLINE),B2
1415-3580,REVISTA BRASILEIRA MULTIDISCIPLINAR - REBRAM (UNIARA),A3
2527-2675,REVISTA BRASILEIRA MULTIDISCIPLINAR. REBRAM (ONLINE),A3
1808-7329,REVISTA CADERNOS ESP,B3
2254-7630,REVISTA CARIBEÑA DE CIENCIAS SOCIALES,C
1519-5252,REVISTA CATARINENSE DE IMPLANTODONTIA,C
1516-1846,REVISTA CEFAC (IMPRESSO),B1
1982-0216,REVISTA CEFAC (ONLINE),B1
0719-4692,REVISTA CHILENA DE FONOAUDIOLOGIA,A4
0716-1018,REVISTA CHILENA DE INFECTOLOGÍA (IMPRESA),B3
1806-6690,REVISTA CIÊNCIA AGRONÔMICA (UFC. ONLINE),A3
2179-460X,REVISTA CIÊNCIA E NATURA,B1
1980-0622,REVISTA CIÊNCIA E SAÚDE,B3
1679-4605,REVISTA CIÊNCIA EM EXTENSÃO,B2
2446-7286,REVISTA CIÊNCIA PLURAL,B3
2176-1477,REVISTA CIÊNCIAS & IDÉIAS,A3
2527-0214,REVISTA CIÊNCIAS E ODONTOLOGIA,B3
2236-3785,REVISTA CIÊNCIAS EM SAÚDE,B3
1677-5090,REVISTA CIÊNCIAS MÉDICAS E BIOLÓGICAS,B1
2763-8928,REVISTA CIENTÍFICA ACERTTE,C
2447-3405,"REVISTA CIENTÍFICA DA ESCOLA ESTADUAL DE SAÚDE PÚBLICA DE GOIÁS ""CÂNDIDO SANTIAGO""- RESAP",B4
2307-3918,REVISTA CIENTÍFICA DA UEM: SÉRIE CIÊNCIAS DA EDUCAÇÃO (ONLINE),B2
1518-5249,REVISTA CIENTÍFICA DO CRO-RJ,B4
2448-0959,REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO,C
2523-2754,REVISTA CIENTÍFICA ODONTOLÓGICA (ONLINE),C
2675-5211,REVISTA CIENTÍFICA SISTEMÁTICA,B2
2525-5150,REVISTA CIENTÍFICA UMC,B1
1676-6849,REVISTA CLÍNICA DE ORTODONTIA DENTAL PRESS,B4
0034-7450,REVISTA COLOMBIANA DE PSIQUIATRIA,A1
2238-7315,REVISTA CONEXÃO UEPG,A2
2176-7114,REVISTA CONTEXTO & SAÚDE (ONLINE),A4
2178-7514,REVISTA CPAQV,B3
1561-297X,REVISTA CUBANA DE ESTOMATOLOGIA,B4
0034-7507,REVISTA CUBANA DE ESTOMATOLOGÍA (IMPRESA),B4
2307-2113,REVISTA CUBANA DE INFORMACIÓN EN CIENCIAS DE LA SALUD,A3
2359-5744,REVISTA CULTURAS JURÍDICAS,A2
1679-5954,REVISTA DA ABENO,B3
2595-0274,REVISTA DA ABENO,B3
2965-4939,REVISTA DA ACADEMIA PARAIBANA DE ODONTOLOGIA (PRINT),C
0004-5276,REVISTA DA APCD - ASSOCIAÇÃO PAULISTA DE CIRUGIÕES DENTISTAS,B3
1806-9282,REVISTA DA ASSOCIAÇÃO MÉDICA BRASILEIRA,A3
2178-1079,REVISTA DA ESCOLA,C
1980-220X,REVISTA DA ESCOLA DE ENFERMAGEM DA USP (ONLINE),A3
0102-1788,REVISTA DA ESCOLA SUPERIOR DE GUERRA,A3
2238-0167,REVISTA DA EXTENSÃO DA UFRGS,B2
0101-8418,REVISTA DA FACULDADE DE ODONTOLOGIA DA UNIVERSIDADE FEDERAL DA BAHIA,B4
0104-7582,REVISTA DA FACULDADE DE ODONTOLOGIA DE LINS,B3
2238-1236,REVISTA DA FACULDADE DE ODONTOLOGIA DE LINS (ONLINE),B3
0566-1854,REVISTA DA FACULDADE DE ODONTOLOGIA DE PORTO ALEGRE,B3
1413-4012,REVISTA DA FACULDADE DE ODONTOLOGIA. UNIVERSIDADE DE PASSO FUNDO,B4
2764-6289,REVISTA DA FACULDADE PAULO PICANÇO,C
2595-4644,REVISTA DA SOCESP,B4
1415-6725,REVISTA DA SOCIEDADE BRASILEIRA DE CANCEROLOGIA,B4
0037-8682,REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL (IMPRESSO),A4
0103-8559,REVISTA DA SOCIEDADE DE CARDIOLOGIA DO ESTADO DE SAO PAULO,B4
2238-6335,REVISTA DA UNIVERSIDADE IBIRAPUERA,B1
1809-8363,REVISTA DE APS (ONLINE),B2
2359-4330,REVISTA DE ATENÇÃO À SAÚDE,B3
2237-7417,REVISTA DE CASOS E CONSULTORIA,A3
1518-4595,REVISTA DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE (NOVA IGUAÇU),B4
2317-7160,REVISTA DE CIÊNCIAS DA SAÚDE NOVA ESPERANÇA,B1
2179-443X,REVISTA DE CIÊNCIAS FARMACÊUTICAS BÁSICA E APLICADA,B2
2236-5222,REVISTA DE CIÊNCIAS MÉDICAS E BIOLÓGICAS,B1
1679-5458,REVISTA DE CIRURGIA E TRAUMATOLOGIA BUCO-MAXILO-FACIAL (IMPRESSO),B3
1808-5210,REVISTA DE CIRURGIA E TRAUMATOLOGIA BUCO-MAXILO-FACIAL (ONLINE),B3
2179-0981,REVISTA DE DIVULGAÇÃO CIENTÍFICA SENA AIRES,B1
2238-7234,REVISTA DE ENFERMAGEM DA UFPI,B2
1981-8963,REVISTA DE ENFERMAGEM UFPE,B1
2318-8790,REVISTA DE ENSINO DE BIOQUÍMICA,B3
2447-8733,"REVISTA DE ENSINO, EDUCAÇÃO E CIÊNCIAS HUMANAS",A3
2238-3360,REVISTA DE EPIDEMIOLOGIA E CONTROLE DE INFECÇÃO,B2
2965-3827,REVISTA DE EPIDEMIOLOGIA E SAÚDE PÚBLICA,B4
2346-2892,REVISTA DE ESTOMATOLOGÍA Y SALUD,C
2674-8703,REVISTA DE ESTUDOS INTERDISCIPLINARES,A4
2448-4245,REVISTA DE EXTENSÃO,B1
2675-2328,REVISTA DE EXTENSÃO DA UPE,B1
0375-0906,REVISTA DE GASTROENTEROLOGIA DE MEXICO,B2
2178-9010,REVISTA DE GESTÃO E SECRETARIADO,C
1981-982X,REVISTA DE GESTÃO SOCIAL E AMBIENTAL (RGSA),C
2525-376X,REVISTA DE GRADUAÇÃO DA USP,B3
2175-2745,REVISTA DE INFORMÁTICA TEÓRICA E APLICADA: RITA,B4
1677-3527,REVISTA DE INICIAÇÃO CIENTÍFICA EM ODONTOLOGIA,C
2145-6453,REVISTA DE INVESTIGACIÓN AGRARIA Y AMBIENTAL (ONLINE),B3
0034-8376,REVISTA DE INVESTIGACIÓN CLÍNICA,A3
1852-7434,REVISTA DE LA ASOCIACIÓN ARGENTINA DE ORTOPEDIA Y TRAUMATOLOGÍA,B4
0004-4881,REVISTA DE LA ASOCIACIÓN ODONTOLÓGICA ARGENTINA,B4
1514-9765,REVISTA DE LA FUNDACIÓN JUAN JOSÉ CARRARO,C
2447-6595,REVISTA DE MEDICINA DA UFC (ONLINE),B3
1679-9836,REVISTA DE MEDICINA (SÃO PAULO. ONLINE),B2
0104-3579,REVISTA DE NEUROCIÊNCIAS,B2
2357-9617,REVISTA DE NUTRIÇÃO E VIGILÂNCIA EM SAÚDE / JOURNAL OF NUTRITION AND HEALTH SURVEILLANCE,B2
2359-6258,REVISTA DE ODONTOLOGIA DA BRAZ CUBAS,C
0101-1774,REVISTA DE ODONTOLOGIA DA UNESP (IMPRESSO),B3
1807-2577,REVISTA DE ODONTOLOGIA DA UNESP (ONLINE),B3
2174-0798,REVISTA DE ODONTOPEDIATRIA LATINOAMERICANA,B3
1886-3450,REVISTA DE OPERATORIA DENTAL Y BIOMATERIALES,C
2446-6492,REVISTA DE PATOLOGIA DO TOCANTINS,B3
2318-8960,REVISTA DE PATOLOGIA DO TOCANTINS,B3
1980-8178,REVISTA DE PATOLOGIA TROPICAL (ONLINE),B3
2175-5361,REVISTA DE PESQUISA: CUIDADO E FUNDAMENTAL (ONLINE),A4
2236-6288,REVISTA DE PESQUISA EM SAÚDE,B4
2178-2865,REVISTA DE POLITICAS PÚBLICAS DA UFMA,A1
0124-0064,REVISTA DE SALUD PUBLICA,B2
2179-2739,REVISTA DE SAÚDE,B4
2594-7524,REVISTA DE SAÚDE COLETIVA DA UEFS,B3
2525-9563,REVISTA DE SAÚDE DIGITAL E TECNOLOGIAS EDUCACIONAIS,B4
2595-4474,REVISTA DE SAÚDE PÚBLICA DO PARANÁ,B1
2595-4482,REVISTA DE SAÚDE PÚBLICA DO PARANÁ,B1
1518-8787,REVISTA DE SAÚDE PÚBLICA (ONLINE),A1
0034-8910,REVISTA DE SAÚDE PÚBLICA (USP. IMPRESSO),A1
1807-2488,REVISTA DENTAL PRESS DE ESTÉTICA (MARINGÁ),C
2596-206X,REVISTA DIÁLOGOS EM SAÚDE,C
2317-3793,REVISTA DIÁLOGOS INTERDISCIPLINARES,A4
2359-5051,REVISTA DIÁLOGOS INTERDISCIPLINARES - GEPFIP,B1
2526-8155,REVISTA DIGITAL DA ACADEMIA PARAENSE DE ODONTOLOGIA,C
1983-8891,REVISTA DISSERTATIO DE FILOSOFIA,A2
2359-2192,"REVISTA DISSOL - DISCURSO, SOCIEDADE E LINGUAGEM",B1
0100-6991,REVISTA DO COLÉGIO BRASILEIRO DE CIRURGIÕES (IMPRESSO),A4
1809-4546,REVISTA DO COLÉGIO BRASILEIRO DE CIRURGIÕES (ONLINE),A4
1413-3326,REVISTA DO CROMG,B4
0104-1894,REVISTA DO INSTITUTO DE CIENCIAS DA SAUDE (UNIP),B3
1678-9946,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SÃO PAULO,B1
2594-6501,REVISTA DO TRIBUNAL DE CONTAS DA UNIÃO,B3
2237-5864,REVISTA DOCÊNCIA DO ENSINO SUPERIOR,A3
1806-0013,REVISTA DOR,B3
1984-686X,REVISTA EDUCAÇÃO ESPECIAL (ONLINE),A1
1980-6469,REVISTA EDUCAÇÃO (GUARULHOS),A4
2674-7200,REVISTA ELETRÔNICA ACERVO ODONTOLÓGICO (ONLINE),B3
2178-2091,REVISTA ELETRÔNICA ACERVO SAÚDE,A4
1982-7199,REVISTA ELETRÔNICA DE EDUCAÇÃO (SÃO CARLOS),A2
2238-2216,REVISTA ELETRÔNICA DE PESQUISA DA UNIRP - UNIVERSITAS,B4
2527-2624,REVISTA ELETRÔNICA LUDUS SCIENTIAE,A3
2317-5451,REVISTA ELO - DIÁLOGOS EM EXTENSÃO,B2
1982-7687,REVISTA EM EXTENSÃO (ONLINE),B2
2764-6149,REVISTA ENFERMAGEM UERJ,A4
1130-0558,REVISTA ESPAÑOLA DE CIRUGÍA ORAL Y MAXILOFACIAL,B3
0210-0576,REVISTA ESPAÑOLA DE ORTODONCIA,C
2173-9110,REVISTA ESPAÑOLA DE SALUD PÚBLICA,A3
1575-0620,REVISTA ESPAÑOLA DE SANIDAD PENITENCIARIA,B1
2248-7220,REVISTA ESTOMATOLOGÂIA (EN LINEA),B4
1019-4355,REVISTA ESTOMATOLÓGICA HEREDIANA,B3
2225-7616,REVISTA ESTOMATOLÓGICA HEREDIANA (EN LÍNEA),B3
2526-964X,REVISTA EXPRESSÃO CATÓLICA SAÚDE,B3
2596-2019,REVISTA EXTENSÃO,A4
0120-6230,REVISTA FACULTAD DE INGENIERÍA UNIVERSIDAD DE ANTIOQUIA,B1
2179-9660,REVISTA FAIPE,B1
2318-8413,"REVISTA FAMÍLIA, CICLOS DE VIDA E SAÚDE NO CONTEXTO SOCIAL",B1
1678-0817,REVISTA FISIO&TERAPIA,C
2446-4775,REVISTA FITOS (ONLINE),B1
2237-3853,REVISTA FLUMINENSE DE EXTENSÃO UNIVERSITÁRIA,B3
1413-2966,REVISTA FLUMINENSE DE ODONTOLOGIA,B3
2236-5109,REVISTA FOCANDO A EXTENSÃO,B4
2317-2983,REVISTA FSA (FACULDADE SANTO AGOSTINHO) (ONLINE),B2
1806-6356,REVISTA FSA: PERIÓDICO CIENTÍFICO DA FACULDADE SANTO AGOSTINHO (PRINT),B2
1983-1447,REVISTA GAÚCHA DE ENFERMAGEM (ONLINE),A3
0034-9542,REVISTA GAÚCHA DE ODONTOLOGIA (CESSOU EM 1975. CONT. 0103-6971 RGO (PORTO ALEGRE)),B3
1984-8153,REVISTA GESTÃO & SAÚDE (CURITIBA),B4
1677-9762,REVISTA GESTÃO E CONHECIMENTO,C
2316-2007,REVISTA GUARÁ,A1
2446-9491,REVISTA GUARÁ,A1
2529-9573,REVISTA IBEROAMERICANA DE BIOÉTICA,A3
1982-5587,REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇÃO,A1
2675-3375,"REVISTA IBERO-AMERICANA DE HUMANIDADES, CIÊNCIAS E EDUCAÇÃO",A3
2966-4543,REVISTA IBERO-AMERICANA DE SAÚDE INTEGRATIVA (ONLINE),C
2236-210X,REVISTA INTELIGÊNCIA COMPETITIVA,B1
1809-5771,REVISTA INTERAGIR,B3
2237-3373,REVISTA INTERCONTINENTAL DE GESTÃO DESPORTIVA,B3
1983-9413,REVISTA INTERDISCIPLINAR,B2
2675-4827,REVISTA INTERDISCIPLINAR DE SAÚDE E EDUCAÇÃO,B4
2317-5079,REVISTA INTERDISCIPLINAR (ONLINE),B2
2317-434X,"REVISTA INTERFACES - SAÚDE, HUMANAS E TECNOLOGIA",B4
2526-3544,REVISTA INTERINSTITUCIONAL BRASILEIRA DE TERAPIA OCUPACIONAL,B2
1887-8369,REVISTA INTERNACIONAL DE ACUPUNTURA,B3
2446-9424,REVISTA INTERNACIONAL DE EDUCAÇÃO SUPERIOR,A2
2763-616X,REVISTA INTERNACIONAL DE EXTENSÃO DA UNICAMP / INTERNATIONAL JOURNAL OF OUTREACH AND COMMUNITY ENGAGEMENT,B2
2675-4258,REVISTA INTERNACIONAL DE PESQUISA EM DIDÁTICA DAS CIÊNCIAS E MATEMÁTICA,A3
2595-1661,REVISTA JRG DE ESTUDOS ACADÊMICOS,B2
2316-753X,REVISTA JURÍDICA - UNICURITIBA,A2
2526-219X,REVISTA LATINOAMERICANA AMBIENTE E SAÚDE - RLAS,B4
1518-8345,REVISTA LATINO-AMERICANA DE ENFERMAGEM (ONLINE),A1
2238-3182,REVISTA MÉDICA DE MINAS GERAIS,B3
2178-6925,REVISTA MULTIDISCIPLINAR DO NORDESTE MINEIRO,A2
2675-8008,REVISTA MULTIDISCIPLINAR EM SAÚDE,B3
2525-4782,"REVISTA MUNDI ENGENHARIA, TECNOLOGIA E GESTÃO",B2
1983-7550,REVISTA NAVAL DE ODONTOLOGIA,C
0102-7506,REVISTA NAVAL DE ODONTOLOGIA (RIO DE JANEIRO),C
1984-4905,REVISTA NEUROCIÊNCIAS,B2
1677-6704,REVISTA ODONTOLÓGICA DE ARAÇATUBA,C
2176-6215,REVISTA PAN-AMAZÔNICA DE SAÚDE (IMPRESSO),B1
1020-4989,REVISTA PANAMERICANA DE SALUD PÚBLICA / PAN AMERICAN JOURNAL OF PUBLIC HEALTH,A1
1680-5348,REVISTA PANAMERICANA DE SALUD PUBLICA (PRINT),A1
2359-3482,REVISTA PAULISTA DE PEDIATRIA (ENGLISH EDITION),B1
0103-0582,REVISTA PAULISTA DE PEDIATRIA (IMPRESSO),B1
1984-0462,REVISTA PAULISTA DE PEDIATRIA (ONLINE),B1
0103-9393,REVISTA PERIODONTIA (SOCIEDADE BRASILEIRA DE PERIODONTOLOGIA),B4
2526-1541,REVISTA PERSPECTIVA: CIÊNCIA E SAÚDE,A2
2525-8222,REVISTA PESQUISA QUALITATIVA,A1
2359-1552,REVISTA POLÍTICAS PÚBLICAS & CIDADES,B1
2525-4200,REVISTA PORTAL: SAÚDE E SOCIEDADE (ONLINE),B4
1647-6700,"REVISTA PORTUGUESA DE ESTOMATOLOGIA, MEDICINA DENTARIA E CIRURGIA MAXILOFACIAL",B3
2446-7901,REVISTA PREVENÇÃO DE INFECÇÃO E SAÚDE,B2
2179-8931,REVISTA PRÓ-UNIVERSUS,B2
2177-093X,REVISTA PSICOLOGIA E SAÚDE,A3
2175-3539,REVISTA PSICOLOGIA ESCOLAR E EDCUACIONAL,A1
1984-6657,REVISTA PSICOLOGIA: ORGANIZAÇÕES E TRABALHO,A2
2595-1637,REVISTA PUBSAÚDE,B2
2077-9445,REVISTA REDBIOETICA/UNESCO,B2
2357-8378,REVISTA REGIONAL DE ARAÇATUBA,C
1870-0160,REVISTA SALUD PUBLICA Y NUTRICION,B4
1981-4119,REVISTA SALUSVITA (ONLINE),B3
1982-3282,REVISTA SAÚDE,B3
2316-2864,REVISTA SAÚDE E DESENVOLVIMENTO,B3
2447-8822,REVISTA SAÚDE E MEIO AMBIENTE – RESMA,B2
2446-4813,REVISTA SAÚDE EM REDES,B3
2318-3780,REVISTA SAÚDE MULTIDISCIPLINAR,B3
1809-0761,REVISTA SAÚDE.COM,B3
2359-3105,REVISTA SENTIDOS DA CULTURA,B2
1983-0378,REVISTA SIGNOS - CENTRO UNIVERSITÁRIO UNIVATES,A3
2358-2871,REVISTA SOBECC,B1
2174-7210,REVISTA SOBRE LA INFANCIA Y LA ADOLESCENCIA (ONLINE),B2
2595-8402,REVISTA SOCIEDADE CIENTÍFICA,B2
1984-3526,REVISTA TECNOLOGIA E SOCIEDADE (ONLINE),B1
2179-2925,REVISTA UFG (ONLINE),A3
2318-0579,REVISTA UNINGÁ,C
2525-9008,REVISTA VALORE,A4
2316-7262,REVISTA VIRTUAL DA ACADEMIA BRASILEIRA DE ODONTOLOGIA,C
2184-4860,REVSALUS,B4
0103-6971,RGO - REVISTA GAUCHA DE ODONTOLOGIA,B3
1981-8637,RGO. REVISTA GAÚCHA DE ODONTOLOGIA (ONLINE),B3
1983-6635,RGO. REVISTA GESTÃO ORGANIZACIONAL (ONLINE),A3
1437-160X,RHEUMATOLOGY INTERNATIONAL (BERLIN. INTERNET),A2
0172-8172,RHEUMATOLOGY INTERNATIONAL (BERLIN. PRINT),A2
1462-0324,RHEUMATOLOGY (OXFORD. PRINT),A1
0104-7914,ROBRAC (GOIÂNIA. IMPRESSO),B3
1981-3708,ROBRAC (ONLINE) (GOIÂNIA),B3
1984-5685,RSBO,B3
1806-7727,RSBO. REVISTA SUL-BRASILEIRA DE ODONTOLOGIA,B3
1445-6354,RURAL AND REMOTE HEALTH,A4
1982-792X,SABER CIENTÍFICO,B3
1982-6532,SABERES INTERDISCIPLINARES,A4
2525-507X,SABERES PLURAIS: EDUCAÇÃO NA SAÚDE,B4
0120-5552,SALUD (BARRANQUILLA),C
0101-9910,SALUSVITA: REVISTA DA AREA DE CIENCIAS BIOLOGICAS E DA SAUDE,B3
2447-5815,SANARE - REVISTA DE POLÍTICAS PÚBLICAS,B3
0104-7175,SANARE - REVISTA DE POLÍTICAS PÚBLICAS,B1
2317-7748,SANARE – REVISTA DE POLÍTICAS PÚBLICAS,B3
1676-8019,SANARE (SOBRAL),B3
1806-9460,SAO PAULO MEDICAL JOURNAL,A2
1516-3180,SÃO PAULO MEDICAL JOURNAL (IMPRESSO),A2
2178-7085,SAÚDE & TRANSFORMAÇÃO SOCIAL / HEALTH & SOCIAL CHANGE,B4
1806-3365,SAÚDE COLETIVA,B1
